id,personaadi,senaryo1,senaryo10,senaryo11,senaryo12,senaryo13,senaryo14,senaryo15,senaryo16,senaryo2,senaryo3,senaryo4,senaryo5,senaryo6,senaryo7,senaryo8,senaryo9
310.0,Doktor,D,E,C,C,A,A,C,C,A,E,C,A,B,E,E,B
311.0,Doktor,A,B,E,E,D,C,C,D,D,C,E,E,A,B,D,A
312.0,Bilgisayar Mühendisi,D,B,D,D,B,A,A,C,A,B,D,C,D,E,D,A
313.0,Doktor,A,C,B,D,D,B,A,C,E,C,A,D,D,B,E,B
314.0,Doktor,D,C,C,B,C,D,D,B,A,A,D,E,A,E,B,D
315.0,Bilgisayar Mühendisi,A,E,B,B,A,E,E,D,C,C,B,A,E,D,B,B
316.0,Doktor,B,E,A,D,C,D,C,C,A,A,C,D,E,E,D,C
317.0,Doktor,B,E,A,C,D,D,B,B,A,A,C,B,E,C,D,E
318.0,Bilgisayar Mühendisi,B,D,A,E,A,D,D,D,D,B,B,C,D,E,D,C
319.0,Doktor,A,E,B,E,B,D,A,A,C,D,D,C,B,C,E,E
320.0,Bilgisayar Mühendisi,C,B,E,B,E,D,B,D,B,B,D,A,B,B,C,B
321.0,Doktor,E,D,E,A,C,E,D,C,B,B,D,E,B,E,E,D
322.0,Doktor,C,E,E,D,C,E,C,B,A,C,A,B,E,B,C,B
323.0,Bilgisayar Mühendisi,A,A,C,A,A,E,B,E,A,C,E,D,D,D,E,E
324.0,Doktor,D,C,D,C,E,A,C,A,E,D,A,B,C,E,E,E
325.0,Doktor,B,D,C,B,E,C,B,E,D,E,E,B,D,A,C,B
326.0,Bilgisayar Mühendisi,A,E,C,C,A,C,A,E,B,B,C,D,C,B,E,A
327.0,Doktor,B,A,B,C,A,B,E,B,E,C,C,C,D,B,A,D
328.0,Bilgisayar Mühendisi,B,D,D,E,D,A,C,C,A,A,A,E,D,E,D,B
329.0,Bilgisayar Mühendisi,A,E,C,A,A,C,E,A,C,E,E,D,B,E,D,B
330.0,Doktor,A,A,D,B,A,C,A,E,E,E,D,B,C,D,E,B
331.0,Bilgisayar Mühendisi,A,A,E,D,C,C,A,A,B,C,A,D,A,A,E,E
332.0,Doktor,C,B,B,E,E,E,B,E,D,C,C,D,C,E,E,A
333.0,Doktor,A,C,D,C,D,A,B,A,B,C,B,C,E,B,A,D
334.0,Bilgisayar Mühendisi,A,B,A,A,C,C,B,A,D,D,E,A,C,B,A,B
335.0,Doktor,B,E,D,C,C,A,E,B,A,E,A,D,D,B,B,B
336.0,Doktor,B,B,D,E,A,C,D,B,A,E,C,B,D,A,A,B
337.0,Bilgisayar Mühendisi,C,C,C,D,B,D,C,E,B,C,A,A,B,D,C,A
338.0,Doktor,C,E,C,A,B,B,A,E,B,B,A,D,E,B,C,D
339.0,Doktor,C,E,D,D,E,A,D,E,E,E,D,B,B,C,E,D
340.0,Bilgisayar Mühendisi,A,A,E,B,E,A,D,A,A,E,D,B,C,D,E,B
341.0,Doktor,A,B,B,A,D,B,C,C,A,D,E,A,E,C,B,D
342.0,Doktor,E,B,C,B,C,A,A,E,A,B,E,A,D,D,C,D
343.0,Bilgisayar Mühendisi,A,B,D,B,C,C,D,A,A,A,D,C,B,A,B,A
344.0,Doktor,B,B,A,A,B,A,C,C,C,B,E,E,A,B,A,B
345.0,Doktor,D,B,E,D,E,C,E,C,A,C,C,B,E,B,B,C
346.0,Bilgisayar Mühendisi,C,C,D,C,B,A,E,D,E,B,E,B,B,D,E,A
347.0,Doktor,B,B,E,D,C,C,A,B,B,D,D,A,A,B,C,E
348.0,Bilgisayar Mühendisi,E,E,E,E,E,A,C,B,A,B,E,D,B,C,D,D
349.0,Bilgisayar Mühendisi,C,D,E,C,D,E,E,C,A,B,A,C,D,E,C,C
350.0,Doktor,D,D,A,D,B,B,B,C,E,A,D,B,B,E,B,D
351.0,Doktor,D,D,D,C,C,A,D,A,C,B,A,E,C,D,A,C
352.0,Bilgisayar Mühendisi,D,B,D,A,B,A,D,B,D,D,B,D,D,E,A,B
353.0,Doktor,A,B,A,B,B,D,E,C,E,B,D,B,E,C,B,D
354.0,Doktor,B,D,D,B,E,D,D,E,A,C,D,C,B,E,C,D
355.0,Bilgisayar Mühendisi,D,B,A,B,D,E,A,C,A,D,C,C,C,B,C,C
356.0,Doktor,E,E,D,A,A,C,C,E,A,A,D,A,E,E,C,D
357.0,Bilgisayar Mühendisi,C,C,E,B,E,A,E,B,C,D,B,D,E,B,D,C
358.0,Doktor,E,A,E,A,E,E,C,D,D,D,E,D,B,E,A,C
359.0,Doktor,C,C,B,C,B,D,C,A,D,A,A,A,B,D,D,C
360.0,Doktor,C,C,E,C,B,A,A,E,E,E,B,D,C,D,C,B
361.0,Bilgisayar Mühendisi,A,A,D,A,E,D,D,E,C,A,B,B,A,C,E,D
362.0,Bilgisayar Mühendisi,A,B,C,B,A,D,C,A,B,B,B,A,B,B,D,C
363.0,Doktor,A,C,B,C,A,C,B,A,D,A,D,C,A,C,A,C
364.0,Bilgisayar Mühendisi,A,D,A,C,A,C,B,A,D,A,A,A,B,B,C,B
365.0,Doktor,A,C,D,B,A,C,B,B,C,A,D,C,A,A,A,C
366.0,Bilgisayar Mühendisi,A,A,B,C,A,C,B,A,D,A,D,A,B,B,D,B
367.0,Doktor,A,E,B,B,A,C,B,C,D,A,D,A,A,A,A,C
368.0,Bilgisayar Mühendisi,B,D,B,D,A,D,C,D,B,E,B,C,B,B,C,C
369.0,Doktor,A,C,D,B,A,D,B,B,C,A,D,C,A,A,A,C
370.0,Bilgisayar Mühendisi,A,C,A,B,A,C,B,A,D,A,D,A,A,A,A,B
371.0,Doktor,E,B,A,B,A,C,B,A,A,A,B,B,A,B,D,D
372.0,Doktor,A,B,A,C,A,C,B,A,D,A,A,A,A,B,D,B
373.0,Bilgisayar Mühendisi,A,C,A,E,A,C,B,E,D,A,D,A,A,C,B,B
374.0,Doktor,A,C,B,C,A,C,B,A,D,A,B,C,A,C,A,C
375.0,Bilgisayar Mühendisi,A,D,E,B,A,D,C,A,B,B,E,E,B,B,E,D
376.0,Doktor,A,E,D,B,A,D,B,B,D,A,D,C,A,A,A,C
377.0,Doktor,E,C,D,B,A,D,B,B,C,A,D,C,A,A,E,C
378.0,Bilgisayar Mühendisi,A,B,B,C,A,D,C,A,D,B,D,C,C,B,C,C
379.0,Doktor,A,E,A,B,A,C,B,C,D,A,D,A,A,A,A,B
380.0,Bilgisayar Mühendisi,D,B,B,C,A,C,C,A,D,A,D,A,B,B,D,B
381.0,Doktor,A,B,B,C,A,D,B,A,D,A,B,C,C,C,A,C
382.0,Bilgisayar Mühendisi,B,D,E,D,A,D,C,D,E,E,E,C,B,B,E,D
383.0,Doktor,A,B,B,B,A,C,B,A,D,A,A,B,A,C,A,C
384.0,Bilgisayar Mühendisi,A,A,B,E,A,C,C,A,D,B,D,A,B,B,D,B
385.0,Doktor,A,C,D,B,A,C,B,B,D,A,D,A,A,A,A,C
386.0,Bilgisayar Mühendisi,A,C,C,D,A,D,C,A,B,E,D,C,B,B,A,D
387.0,Doktor,A,E,C,C,A,C,B,A,D,A,A,B,A,B,D,C
388.0,Bilgisayar Mühendisi,A,B,B,D,A,C,C,D,D,A,D,D,B,C,C,B
389.0,Doktor,A,E,D,B,A,D,B,B,C,A,D,C,A,A,A,C
390.0,Bilgisayar Mühendisi,D,B,B,C,A,C,C,A,D,A,D,A,B,B,D,B
391.0,Doktor,A,C,B,C,A,C,B,A,D,A,D,C,A,C,A,C
392.0,Bilgisayar Mühendisi,A,B,A,C,A,C,C,A,D,A,B,A,B,B,C,C
393.0,Doktor,A,B,B,C,A,C,B,C,D,A,A,C,C,C,A,B
394.0,Doktor,B,B,C,A,A,C,B,A,D,A,B,D,B,B,D,C
395.0,Bilgisayar Mühendisi,A,C,D,B,A,D,C,B,C,B,D,C,A,A,E,D
396.0,Doktor,A,C,B,C,A,D,B,A,D,B,D,C,A,C,A,C
397.0,Doktor,A,E,B,C,A,D,C,C,D,A,D,C,C,C,A,C
398.0,Bilgisayar Mühendisi,B,D,A,E,A,C,C,E,D,E,D,C,B,B,D,B
399.0,Doktor,A,C,D,B,A,C,B,B,D,A,D,C,A,A,A,C
400.0,Doktor,E,C,A,B,A,C,B,B,A,A,D,E,A,A,A,B
401.0,Bilgisayar Mühendisi,A,B,C,C,A,D,C,A,B,A,D,A,B,C,C,C
402.0,Doktor,A,B,B,B,B,C,B,C,D,A,A,D,A,C,D,B
403.0,Doktor,A,C,A,C,A,C,B,A,D,A,D,C,A,A,A,C
404.0,Bilgisayar Mühendisi,A,C,B,C,A,C,B,A,D,A,D,A,A,C,B,B
405.0,Doktor,E,C,D,B,A,D,B,B,C,A,D,C,A,A,E,C
406.0,Bilgisayar Mühendisi,D,B,C,C,A,C,C,A,D,A,A,D,B,B,D,B
407.0,Doktor,A,C,D,B,A,C,B,B,D,A,D,B,A,A,A,C
408.0,Doktor,A,C,D,B,A,C,B,B,D,A,D,B,A,A,A,C
409.0,Doktor,A,A,A,E,A,C,B,E,D,A,D,A,A,C,B,B
410.0,Doktor,A,B,A,B,A,C,B,A,D,A,A,B,A,B,D,C
411.0,Doktor,A,C,C,B,A,D,B,A,D,A,B,C,C,B,E,D
412.0,Bilgisayar Mühendisi,A,A,B,B,A,C,C,A,D,B,D,D,B,B,D,B
413.0,Doktor,A,E,D,B,A,C,B,B,D,A,D,A,A,A,A,C
414.0,Doktor,A,E,B,C,A,D,B,A,D,A,D,C,B,B,A,C
415.0,Bilgisayar Mühendisi,B,D,A,D,A,D,C,D,D,E,E,C,B,B,C,C
416.0,Doktor,A,B,C,A,A,C,B,A,D,A,A,A,B,B,D,C
417.0,Doktor,A,C,B,C,A,D,C,D,D,B,D,C,C,C,A,C
418.0,Bilgisayar Mühendisi,A,C,C,B,A,C,B,C,D,A,D,A,A,C,B,B
419.0,Doktor,A,C,B,B,A,D,B,B,D,A,B,C,A,C,A,C
420.0,Doktor,A,C,B,B,A,C,B,B,D,A,D,A,A,A,A,C
421.0,Bilgisayar Mühendisi,A,C,A,B,A,C,B,A,D,A,D,A,A,A,A,B
422.0,Doktor,E,B,C,A,A,D,C,A,A,E,B,B,B,B,D,D
423.0,Doktor,A,C,B,C,A,D,B,A,D,B,D,C,A,C,A,C
424.0,Bilgisayar Mühendisi,B,D,E,D,A,D,C,D,B,E,E,E,B,B,E,D
425.0,Doktor,A,E,B,B,A,C,B,B,D,A,D,A,A,A,A,C
426.0,Doktor,A,C,B,C,A,C,B,A,D,A,D,A,C,C,A,C
427.0,Doktor,E,C,D,B,A,D,B,B,C,A,D,C,A,A,E,C
428.0,Bilgisayar Mühendisi,A,A,B,C,A,C,C,A,D,B,D,C,B,B,D,B
429.0,Doktor,A,B,A,B,A,C,B,A,D,A,A,A,A,B,D,C
430.0,Bilgisayar Mühendisi,A,A,A,E,A,C,B,E,D,A,D,A,A,A,B,B
431.0,Doktor,A,E,B,C,A,D,C,C,D,A,D,C,C,C,A,C
432.0,Doktor,B,B,C,A,A,D,C,A,B,E,B,D,B,B,D,D
433.0,Doktor,A,E,D,B,A,D,B,B,C,A,D,C,A,A,A,C
434.0,Bilgisayar Mühendisi,A,B,A,C,A,C,C,A,D,A,A,A,B,B,C,C
435.0,Doktor,A,C,D,B,A,D,B,B,C,A,D,C,A,A,A,C
436.0,Doktor,A,E,B,C,A,D,B,A,D,A,D,C,B,B,A,C
437.0,Doktor,A,B,C,B,A,C,B,C,D,A,A,D,A,C,B,B
438.0,Bilgisayar Mühendisi,A,A,B,C,A,C,C,A,D,B,D,D,B,B,D,C
439.0,Doktor,A,E,B,B,A,C,B,B,D,A,D,A,A,A,A,C
440.0,Doktor,A,C,B,D,A,D,C,D,D,B,D,C,C,B,E,C
441.0,Doktor,A,C,D,B,A,C,B,B,D,A,D,C,A,A,E,B
442.0,Doktor,A,C,B,C,A,D,B,B,D,B,D,C,A,C,A,C
443.0,Doktor,A,B,C,A,A,C,B,A,D,A,A,A,B,B,D,C
444.0,Doktor,A,B,B,C,B,C,B,A,D,A,B,C,C,C,B,B
445.0,Doktor,A,C,D,B,A,D,B,B,C,B,D,C,A,A,E,C
446.0,Doktor,E,C,A,B,A,C,B,B,C,A,D,C,A,A,E,B
447.0,Doktor,A,E,D,A,A,D,B,A,C,A,D,C,A,A,E,D
448.0,Doktor,E,B,C,A,A,D,C,A,A,E,B,B,B,B,D,D
449.0,Doktor,A,E,D,B,A,D,B,B,D,A,D,C,A,A,A,C
450.0,Doktor,B,C,D,D,A,D,C,B,C,B,E,C,A,A,E,D
451.0,Doktor,A,E,B,B,A,C,B,B,D,A,D,A,A,A,A,C
452.0,Doktor,A,C,D,B,A,D,B,B,D,A,D,C,A,A,A,C
453.0,Doktor,A,B,A,C,A,C,B,A,D,A,A,A,A,B,D,B
454.0,Doktor,E,C,D,B,A,D,B,B,C,A,D,C,A,A,E,C
455.0,Doktor,A,B,B,B,B,C,B,C,D,A,A,D,A,C,D,B
456.0,Doktor,A,E,D,B,A,C,B,B,C,A,D,A,A,A,A,C
457.0,Doktor,E,C,A,B,A,C,D,B,C,A,D,C,A,A,E,B
458.0,Bilgisayar Mühendisi,A,C,A,D,A,C,B,A,D,A,D,C,C,B,A,C
459.0,Bilgisayar Mühendisi,A,C,A,D,A,D,B,A,D,B,D,C,A,A,D,D
460.0,Bilgisayar Mühendisi,A,B,A,D,C,D,B,D,D,B,D,C,C,B,D,C
461.0,Bilgisayar Mühendisi,A,B,B,D,A,C,B,D,D,A,A,C,A,A,A,C
462.0,Bilgisayar Mühendisi,A,C,B,C,C,C,B,A,D,A,D,C,C,B,A,C
463.0,Bilgisayar Mühendisi,A,C,B,D,A,C,B,A,D,B,E,C,C,B,D,D
464.0,Bilgisayar Mühendisi,A,C,B,E,A,D,B,A,D,A,D,C,A,B,D,C
465.0,Bilgisayar Mühendisi,A,C,B,D,A,D,B,A,D,A,D,C,A,B,D,C
466.0,Bilgisayar Mühendisi,A,C,A,C,A,C,B,A,D,B,D,C,C,A,A,C
467.0,Bilgisayar Mühendisi,A,E,A,C,A,D,B,A,D,B,D,C,C,A,A,C
468.0,Doktor,B,B,A,D,A,C,B,D,D,E,B,C,A,A,A,B
469.0,Doktor,B,C,A,C,A,C,B,A,D,A,B,C,E,B,A,B
470.0,Doktor,A,C,C,B,D,C,A,D,D,C,E,C,A,A,A,B
471.0,Doktor,A,D,C,B,A,C,B,A,D,B,D,C,C,A,D,C
472.0,Doktor,A,C,A,C,A,C,B,D,D,E,D,C,C,A,D,B
473.0,Doktor,A,B,B,C,C,D,B,A,D,B,D,C,B,B,D,C
474.0,Doktor,A,B,B,C,A,C,B,D,D,A,D,C,A,A,A,C
475.0,Doktor,A,C,A,C,A,C,B,D,D,B,E,C,A,A,A,C
476.0,Doktor,A,C,A,C,A,C,B,A,D,C,B,C,A,A,A,C
477.0,Doktor,A,B,A,D,C,D,B,D,D,C,D,C,C,A,A,C
478.0,Bilgisayar Mühendisi,A,A,B,C,A,C,D,A,D,B,B,C,C,C,A,C
479.0,Bilgisayar Mühendisi,A,A,E,C,E,C,D,C,E,A,D,C,A,B,C,B
480.0,Bilgisayar Mühendisi,A,B,A,C,B,A,C,E,D,B,E,C,D,C,C,C
481.0,Bilgisayar Mühendisi,A,A,C,A,E,B,C,B,D,A,B,A,C,B,B,D
482.0,Bilgisayar Mühendisi,A,B,A,C,B,E,C,B,D,B,E,A,C,B,C,C
483.0,Bilgisayar Mühendisi,A,A,B,C,E,C,D,D,D,A,E,C,C,B,C,C
484.0,Bilgisayar Mühendisi,A,A,B,C,A,B,C,B,D,A,B,A,C,A,C,C
485.0,Bilgisayar Mühendisi,A,B,A,C,B,C,C,D,D,B,E,C,D,C,C,C
486.0,Bilgisayar Mühendisi,A,C,D,C,A,A,B,C,D,C,D,C,C,A,C,C
487.0,Bilgisayar Mühendisi,A,B,A,C,B,B,C,D,D,B,E,C,D,B,C,C
488.0,Doktor,A,A,C,A,A,A,C,A,D,E,A,B,A,B,B,D
489.0,Doktor,A,A,C,C,A,A,C,A,D,E,A,C,A,A,A,C
490.0,Doktor,A,B,D,B,E,E,C,C,D,A,E,C,C,E,B,C
491.0,Doktor,A,B,D,B,E,E,C,C,D,A,E,C,C,E,B,B
492.0,Doktor,A,B,D,B,E,E,C,C,D,A,E,C,C,E,B,B
493.0,Doktor,A,B,A,C,B,B,C,C,D,B,B,C,C,C,C,C
494.0,Doktor,A,B,A,C,B,B,C,B,D,B,B,A,C,A,C,C
495.0,Doktor,A,B,D,B,E,E,C,C,D,A,D,C,C,E,E,B
496.0,Doktor,A,A,C,C,A,A,C,B,D,A,A,C,A,A,B,C
497.0,Doktor,A,B,A,C,B,B,C,D,D,B,E,C,D,C,C,C
498.0,Bilgisayar Mühendisi,A,E,C,A,D,A,D,C,D,B,D,C,C,B,C,A
499.0,Bilgisayar Mühendisi,A,D,A,B,E,D,C,D,D,A,B,C,A,E,C,B
500.0,Bilgisayar Mühendisi,A,C,D,E,C,D,E,C,D,B,E,C,C,B,C,B
501.0,Bilgisayar Mühendisi,A,B,C,B,A,A,D,C,D,A,D,C,C,B,C,A
502.0,Bilgisayar Mühendisi,A,B,C,A,E,A,D,C,D,A,E,C,C,B,C,A
503.0,Bilgisayar Mühendisi,A,D,A,B,E,D,C,D,B,A,B,C,A,E,C,B
504.0,Bilgisayar Mühendisi,A,B,C,A,A,A,D,C,D,A,D,C,C,B,C,A
505.0,Bilgisayar Mühendisi,A,B,C,A,E,A,D,C,D,B,E,C,C,B,C,B
506.0,Bilgisayar Mühendisi,A,B,D,B,E,A,C,C,D,A,D,C,B,A,C,A
507.0,Bilgisayar Mühendisi,A,C,C,B,E,B,C,C,D,B,D,C,C,B,C,B
508.0,Doktor,A,A,A,A,A,A,A,A,D,E,A,A,A,A,D,A
509.0,Doktor,A,B,A,A,A,A,A,A,D,E,A,A,A,A,C,A
510.0,Doktor,A,E,D,B,A,D,C,B,D,C,D,C,A,A,D,B
511.0,Doktor,E,A,D,B,A,D,C,A,D,A,A,C,A,E,D,E
512.0,Doktor,D,E,D,B,A,D,C,C,D,C,A,C,B,A,D,C
513.0,Doktor,C,C,C,B,C,D,C,A,B,B,D,C,B,B,D,C
514.0,Doktor,B,C,C,B,C,D,C,B,B,A,D,C,B,B,D,C
515.0,Doktor,E,A,D,B,A,D,C,A,D,A,D,C,A,E,D,E
516.0,Doktor,D,E,D,B,A,D,C,C,D,A,D,C,B,A,D,C
517.0,Doktor,C,C,C,B,C,D,C,C,C,B,D,E,C,B,D,C
518.0,Doktor,A,C,A,B,A,C,B,D,D,E,B,A,D,D,D,D
519.0,Doktor,A,C,B,B,D,C,B,A,B,B,A,D,A,C,B,B
520.0,Doktor,A,C,A,C,A,D,B,A,D,D,D,C,C,B,A,C
521.0,Doktor,A,C,A,B,A,C,B,D,D,E,B,A,D,D,D,D
522.0,Doktor,A,C,B,B,D,C,B,A,B,B,A,D,A,C,B,B
523.0,Bilgisayar Mühendisi,E,E,A,E,E,C,B,A,B,E,E,C,E,E,E,E
524.0,Doktor,A,C,A,C,A,D,B,A,D,D,D,C,C,B,A,C
525.0,Doktor,A,D,B,B,A,C,A,A,A,B,D,D,A,C,A,C
526.0,Bilgisayar Mühendisi,A,B,B,D,A,C,B,D,D,A,A,C,A,A,A,C
527.0,Doktor,E,C,A,B,C,D,B,A,D,B,D,C,C,B,D,C
528.0,Bilgisayar Mühendisi,C,C,B,B,D,C,B,A,B,B,A,D,A,C,B,B
529.0,Doktor,E,B,A,D,A,C,B,D,D,E,B,C,A,C,A,B
530.0,Bilgisayar Mühendisi,A,B,A,D,C,D,B,D,D,B,D,C,C,B,D,C
531.0,Doktor,A,E,A,A,D,A,C,A,A,C,E,C,C,B,C,D
532.0,Doktor,A,B,B,D,A,C,B,D,D,B,B,C,A,B,A,C
533.0,Doktor,A,C,B,B,A,C,A,A,A,D,D,D,A,C,A,C
534.0,Bilgisayar Mühendisi,E,C,A,D,C,D,B,A,D,B,D,C,A,B,D,C
535.0,Doktor,E,B,C,C,C,D,B,A,D,B,A,C,B,C,D,B
536.0,Doktor,A,A,C,B,A,C,A,A,C,D,E,D,A,C,A,C
537.0,Doktor,A,B,B,D,A,C,B,D,D,B,B,C,B,B,A,C
538.0,Bilgisayar Mühendisi,A,C,A,D,A,C,B,A,D,A,D,C,C,B,D,C
539.0,Doktor,E,C,A,D,C,D,B,A,D,B,D,C,C,B,D,C
540.0,Doktor,A,C,A,C,A,C,B,A,A,A,B,A,A,A,A,C
541.0,Bilgisayar Mühendisi,A,C,B,C,C,C,B,A,D,A,D,C,C,B,A,C
542.0,Doktor,E,B,C,C,C,D,B,A,B,B,A,C,B,C,D,C
543.0,Doktor,A,C,A,D,A,D,B,A,D,D,D,C,C,A,D,C
544.0,Bilgisayar Mühendisi,A,E,A,D,E,C,B,A,B,E,E,C,E,B,A,E
545.0,Bilgisayar Mühendisi,A,C,A,D,A,D,B,D,D,B,D,C,A,B,D,C
546.0,Doktor,E,B,A,D,A,C,B,D,D,E,B,C,A,A,A,B
547.0,Bilgisayar Mühendisi,A,C,B,D,A,C,B,A,D,B,E,C,C,B,D,D
548.0,Bilgisayar Mühendisi,A,C,A,B,A,C,A,D,D,D,D,C,C,A,C,C
549.0,Doktor,A,B,B,D,A,C,B,D,D,A,D,C,A,A,A,C
550.0,Bilgisayar Mühendisi,E,C,A,E,E,C,B,A,B,E,E,C,E,E,E,E
551.0,Doktor,C,C,C,B,D,C,B,A,C,C,E,D,A,C,B,B
552.0,Doktor,A,C,A,B,C,D,B,A,D,C,D,C,C,A,D,C
553.0,Bilgisayar Mühendisi,C,C,B,D,A,D,B,A,B,A,A,D,A,B,D,C
554.0,Bilgisayar Mühendisi,A,A,B,B,D,C,A,A,A,D,E,D,A,C,B,C
555.0,Doktor,A,E,A,D,A,C,B,A,A,C,D,C,C,B,A,D
556.0,Bilgisayar Mühendisi,A,C,B,E,A,D,B,A,D,A,D,C,A,B,D,C
557.0,Doktor,B,B,B,D,A,C,B,A,D,B,E,A,A,B,A,B
558.0,Doktor,E,C,A,D,C,D,B,A,D,B,D,C,C,B,D,C
559.0,Bilgisayar Mühendisi,A,C,A,C,A,C,B,A,D,B,D,C,C,A,A,C
560.0,Doktor,A,A,A,C,A,C,B,A,A,E,B,A,A,C,A,C
561.0,Doktor,E,B,A,D,A,C,B,A,B,A,B,C,E,B,A,B
562.0,Bilgisayar Mühendisi,A,C,A,D,A,C,B,A,D,A,D,C,C,B,A,C
563.0,Doktor,A,C,A,D,A,D,B,A,B,D,D,D,C,C,D,C
564.0,Doktor,B,B,A,D,A,C,B,D,D,B,B,C,A,B,A,B
565.0,Bilgisayar Mühendisi,A,C,A,D,A,D,B,A,A,D,E,D,C,D,D,D
566.0,Doktor,E,B,A,B,C,D,B,A,D,B,D,C,C,B,D,C
567.0,Doktor,A,C,A,B,A,C,A,A,A,D,D,D,A,C,A,C
568.0,Bilgisayar Mühendisi,E,C,B,D,A,D,B,A,D,A,D,C,A,B,D,C
569.0,Doktor,C,C,C,B,D,C,B,A,C,C,E,D,A,C,B,B
570.0,Doktor,D,B,B,D,A,C,B,D,D,A,A,C,A,A,A,C
571.0,Bilgisayar Mühendisi,E,B,A,D,C,D,B,A,D,B,D,C,C,B,D,C
572.0,Doktor,A,C,A,D,C,D,B,A,D,B,D,C,C,B,D,C
573.0,Bilgisayar Mühendisi,A,C,B,D,A,C,B,A,D,A,D,C,A,A,D,C
574.0,Doktor,E,B,A,D,C,D,B,A,D,B,D,C,C,B,D,C
575.0,Doktor,A,E,A,D,A,C,B,A,A,C,E,C,C,B,A,D
576.0,Bilgisayar Mühendisi,A,C,A,D,A,C,B,A,D,A,D,C,A,B,D,C
577.0,Doktor,E,B,C,C,C,D,B,A,D,B,A,C,B,C,D,B
578.0,Doktor,D,C,B,B,A,C,A,A,A,D,E,D,A,C,B,C
579.0,Bilgisayar Mühendisi,A,C,B,C,C,C,B,A,D,A,D,C,C,B,A,C
580.0,Doktor,C,C,B,B,D,C,B,A,B,B,A,D,A,C,B,B
581.0,Doktor,B,B,B,D,A,C,B,D,D,E,B,C,A,B,A,C
582.0,Bilgisayar Mühendisi,A,C,B,D,A,C,B,A,D,B,E,C,C,B,D,D
583.0,Doktor,A,C,A,C,A,C,B,D,D,E,D,C,C,A,D,B
584.0,Bilgisayar Mühendisi,A,E,A,C,A,D,B,A,B,B,D,C,C,C,A,C
585.0,Doktor,A,A,A,B,A,C,A,D,A,D,E,D,A,C,B,C
586.0,Doktor,B,B,B,D,A,C,B,D,D,A,B,C,A,B,A,C
587.0,Bilgisayar Mühendisi,A,C,A,D,E,C,B,A,B,E,E,C,C,B,D,E
588.0,Doktor,A,C,B,B,C,C,B,A,D,B,A,C,A,A,D,C
589.0,Doktor,A,C,A,B,A,C,A,D,A,D,D,D,A,C,A,C
590.0,Bilgisayar Mühendisi,E,E,A,E,E,C,B,A,D,E,E,C,E,B,D,E
591.0,Doktor,A,E,A,D,A,C,B,A,A,C,D,C,C,B,A,D
592.0,Doktor,A,C,A,C,A,C,B,A,D,C,D,C,C,A,A,C
593.0,Bilgisayar Mühendisi,A,C,A,C,A,C,B,A,D,B,D,C,C,A,A,C
594.0,Doktor,A,C,A,B,A,C,B,A,A,D,D,D,A,A,A,C
595.0,Doktor,B,B,B,D,A,C,B,D,D,E,B,C,A,B,A,C
596.0,Bilgisayar Mühendisi,E,B,A,D,C,D,B,A,D,B,D,C,C,B,D,C
597.0,Doktor,E,C,A,D,C,D,B,A,D,B,D,C,C,B,D,C
598.0,Doktor,E,C,B,B,D,C,B,A,A,B,E,D,A,C,B,B
599.0,Bilgisayar Mühendisi,A,C,A,D,A,C,B,A,D,A,D,C,C,B,D,C
600.0,Doktor,C,A,C,B,A,C,A,A,C,D,E,D,A,C,A,C
601.0,Bilgisayar Mühendisi,E,B,A,D,C,D,B,A,D,B,D,C,C,C,D,C
602.0,Bilgisayar Mühendisi,E,C,A,D,E,C,B,A,A,B,E,D,A,B,D,E
603.0,Doktor,A,E,A,D,E,C,B,A,A,E,E,C,E,B,A,E
604.0,Doktor,C,A,C,B,A,C,A,D,C,D,E,D,A,C,A,C
605.0,Bilgisayar Mühendisi,E,B,B,D,A,C,B,D,D,E,A,C,A,E,A,C
606.0,Bilgisayar Mühendisi,E,B,A,D,C,D,B,A,D,B,D,C,C,C,D,C
607.0,Doktor,E,B,A,D,A,C,B,D,D,A,B,C,A,A,A,B
608.0,Bilgisayar Mühendisi,E,C,A,E,E,C,B,A,D,E,E,C,C,B,D,E
609.0,Doktor,E,B,C,C,C,D,B,A,D,B,A,C,B,C,D,B
610.0,Bilgisayar Mühendisi,A,C,B,B,D,C,B,A,D,A,A,D,A,B,A,C
611.0,Bilgisayar Mühendisi,E,C,C,B,D,C,A,A,C,E,E,D,A,C,C,B
612.0,Doktor,D,C,B,B,A,C,A,A,A,D,E,D,A,C,B,C
613.0,Doktor,C,E,A,D,A,C,B,A,C,C,E,D,C,B,A,D
614.0,Bilgisayar Mühendisi,E,B,A,D,C,D,B,A,D,B,D,C,C,C,D,C
615.0,Doktor,B,B,A,B,A,C,B,D,D,E,B,C,A,D,D,D
616.0,Doktor,E,B,A,D,A,C,B,D,D,E,B,C,A,C,A,B
617.0,Doktor,A,E,A,A,D,A,C,A,A,C,E,C,C,B,C,D
618.0,Doktor,B,B,B,D,A,C,B,D,D,E,B,C,A,B,A,C
619.0,Doktor,B,B,B,D,A,C,B,A,D,B,E,A,A,B,A,B
620.0,Doktor,A,C,A,D,A,D,B,A,D,D,D,C,C,A,D,C
621.0,Doktor,A,C,A,D,A,D,B,D,D,B,D,C,A,B,D,C
622.0,Doktor,E,C,A,D,C,D,B,A,D,B,D,C,C,B,D,C
